address,region,english_symbol,classification,spanish_address,evidence,resolution_method
0xd164,WRAM,wPartySpecies+1,RELOCATED,0xd169,"structural inference: base symbol wPartySpecies is RELOCATED in Spanish (ROM offset 0x127c (bank 0): same opcode (0x21) at the same site, operand changed from 0xd163 to 0xd168) — offset 1 applied unverified, not independently confirmed",structural_inference
0xd165,WRAM,wPartySpecies+2,RELOCATED,0xd16a,"structural inference: base symbol wPartySpecies is RELOCATED in Spanish (ROM offset 0x127c (bank 0): same opcode (0x21) at the same site, operand changed from 0xd163 to 0xd168) — offset 2 applied unverified, not independently confirmed",structural_inference
0xd166,WRAM,wPartySpecies+3,RELOCATED,0xd16b,"structural inference: base symbol wPartySpecies is RELOCATED in Spanish (ROM offset 0x127c (bank 0): same opcode (0x21) at the same site, operand changed from 0xd163 to 0xd168) — offset 3 applied unverified, not independently confirmed",structural_inference
0xd167,WRAM,wPartySpecies+4,RELOCATED,0xd16c,"structural inference: base symbol wPartySpecies is RELOCATED in Spanish (ROM offset 0x127c (bank 0): same opcode (0x21) at the same site, operand changed from 0xd163 to 0xd168) — offset 4 applied unverified, not independently confirmed",structural_inference
0xd168,WRAM,wPartySpecies+5,RELOCATED,0xd16d,"structural inference: base symbol wPartySpecies is RELOCATED in Spanish (ROM offset 0x127c (bank 0): same opcode (0x21) at the same site, operand changed from 0xd163 to 0xd168) — offset 5 applied unverified, not independently confirmed",structural_inference
0xd172,WRAM,wPartyMon1Moves,RELOCATED,0xd177,"ROM offset 0x2fd45 (bank 11): same opcode (0x21) at the same site, operand changed from 0xd172 to 0xd177",direct_symbol_match
0xd173,WRAM,wPartyMon1Moves+1,RELOCATED,0xd178,"structural inference: base symbol wPartyMon1Moves is RELOCATED in Spanish (ROM offset 0x2fd45 (bank 11): same opcode (0x21) at the same site, operand changed from 0xd172 to 0xd177) — offset 1 applied unverified, not independently confirmed",structural_inference
0xd174,WRAM,wPartyMon1Moves+2,RELOCATED,0xd179,"structural inference: base symbol wPartyMon1Moves is RELOCATED in Spanish (ROM offset 0x2fd45 (bank 11): same opcode (0x21) at the same site, operand changed from 0xd172 to 0xd177) — offset 2 applied unverified, not independently confirmed",structural_inference
0xd175,WRAM,wPartyMon1Moves+3,RELOCATED,0xd17a,"structural inference: base symbol wPartyMon1Moves is RELOCATED in Spanish (ROM offset 0x2fd45 (bank 11): same opcode (0x21) at the same site, operand changed from 0xd172 to 0xd177) — offset 3 applied unverified, not independently confirmed",structural_inference
0xd18b,WRAM,wPartyMon1Level,RELOCATED,0xd190,"ROM offset 0x70230 (bank 28): same opcode (0x21) at the same site, operand changed from 0xd18b to 0xd190",direct_symbol_match
0xd1b7,WRAM,wPartyMon2Level,RELOCATED,0xd1bc,"ROM offset 0xf54c0 (bank 61): same opcode (0xfa) at the same site, operand changed from 0xd1b7 to 0xd1bc",direct_symbol_match
0xd1e3,WRAM,wPartyMon3Level,RELOCATED,0xd1e8,"ROM offset 0xf54ce (bank 61): same opcode (0xfa) at the same site, operand changed from 0xd1e3 to 0xd1e8",direct_symbol_match
0xd20f,WRAM,wPartyMon4Level,RELOCATED,0xd214,"no English reference site exists at all (accessed only via base-pointer + runtime party-index-computed offset, never a per-slot literal load); cross-element structural inference from 3 INDEPENDENTLY directly-evidenced same-struct-array members -- wPartyMon1Level (d18b->d190, +5), wPartyMon2Level (d1b7->d1bc, +5), wPartyMon3Level (d1e3->d1e8, +5), all agreeing +5 on the same fixed-stride struct array -- matches German's identical resolution",structural_inference
0xd23b,WRAM,wPartyMon5Level,RELOCATED,0xd240,same cross-element reasoning as wPartyMon4Level (d20f),structural_inference
0xd267,WRAM,wPartyMon6Level,RELOCATED,0xd26c,same cross-element reasoning as wPartyMon4Level (d20f),structural_inference
0xd2f6,WRAM,wPokedexOwned,RELOCATED,0xd2fb,"ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb",direct_symbol_match
0xd2f7,WRAM,wPokedexOwned+1,RELOCATED,0xd2fc,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 1 applied unverified, not independently confirmed",structural_inference
0xd2f8,WRAM,wPokedexOwned+2,RELOCATED,0xd2fd,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 2 applied unverified, not independently confirmed",structural_inference
0xd2f9,WRAM,wPokedexOwned+3,RELOCATED,0xd2fe,"direct_dynamic (BizHawk 2026-08-12 Pokedex Seen/Caught session): 0xD2FE mask 0x02 observed 01->03 exactly when Raichu was caught (state 2->3), confirming RELOCATED at +5 and superseding the prior structural_inference for this offset",direct_dynamic_evidence
0xd2fa,WRAM,wPokedexOwned+4,RELOCATED,0xd2ff,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 4 applied unverified, not independently confirmed",structural_inference
0xd2fb,WRAM,wPokedexOwned+5,RELOCATED,0xd300,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 5 applied unverified, not independently confirmed",structural_inference
0xd2fc,WRAM,wPokedexOwned+6,RELOCATED,0xd301,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 6 applied unverified, not independently confirmed",structural_inference
0xd2fd,WRAM,wPokedexOwned+7,RELOCATED,0xd302,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 7 applied unverified, not independently confirmed",structural_inference
0xd2fe,WRAM,wPokedexOwned+8,RELOCATED,0xd303,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 8 applied unverified, not independently confirmed",structural_inference
0xd2ff,WRAM,wPokedexOwned+9,RELOCATED,0xd304,"direct_dynamic (BizHawk 2026-08-12 Pokedex Seen/Caught session): 0xD304 mask 0x20 observed 00->20 exactly when Rapidash was caught, confirming RELOCATED at +5 and superseding the prior structural_inference for this offset",direct_dynamic_evidence
0xd300,WRAM,wPokedexOwned+10,RELOCATED,0xd305,"direct_dynamic (BizHawk 2026-08-12 Pokedex Seen/Caught session): 0xD305 mask 0x01 observed 00->01 exactly when Magnemite was caught, confirming RELOCATED at +5 and superseding the prior structural_inference for this offset",direct_dynamic_evidence
0xd301,WRAM,wPokedexOwned+11,RELOCATED,0xd306,"direct_dynamic (BizHawk 2026-08-12 Pokedex Seen/Caught session, bonus cross-check): 0xD306 mask 0x08 observed 00->08 exactly when Gastly was caught, confirming RELOCATED at +5 and superseding the prior unverified structural_inference for this offset",direct_dynamic_evidence
0xd302,WRAM,wPokedexOwned+12,RELOCATED,0xd307,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 12 applied unverified, not independently confirmed",structural_inference
0xd303,WRAM,wPokedexOwned+13,RELOCATED,0xd308,"direct_dynamic (BizHawk 2026-08-12 Pokedex Seen/Caught session): 0xD308 mask 0x02 observed 00->02 exactly when Hitmonlee was caught, confirming RELOCATED at +5 and superseding the prior structural_inference for this offset",direct_dynamic_evidence
0xd304,WRAM,wPokedexOwned+14,RELOCATED,0xd309,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 14 applied unverified, not independently confirmed",structural_inference
0xd305,WRAM,wPokedexOwned+15,RELOCATED,0xd30a,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 15 applied unverified, not independently confirmed",structural_inference
0xd306,WRAM,wPokedexOwned+16,RELOCATED,0xd30b,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 16 applied unverified, not independently confirmed",structural_inference
0xd307,WRAM,wPokedexOwned+17,RELOCATED,0xd30c,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 17 applied unverified, not independently confirmed",structural_inference
0xd308,WRAM,wPokedexOwned+18,RELOCATED,0xd30d,"structural inference: base symbol wPokedexOwned is RELOCATED in Spanish (ROM offset 0xd615 (bank 3): same opcode (0x21) at the same site, operand changed from 0xd2f6 to 0xd2fb) — offset 18 applied unverified, not independently confirmed",structural_inference
0xd309,WRAM,wPokedexSeen,RELOCATED,0xd30e,"ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e",direct_symbol_match
0xd30a,WRAM,wPokedexSeen+1,RELOCATED,0xd30f,"direct_dynamic (BizHawk 2026-08-12 Pokedex Seen/Caught session): 0xD30F mask 0x10 observed 80->90 exactly when Weedle was sighted (also corroborated by 0xD2FC 80->90 on catch), confirming RELOCATED at +5 and superseding the prior structural_inference for this offset",direct_dynamic_evidence
0xd30b,WRAM,wPokedexSeen+2,RELOCATED,0xd310,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 2 applied unverified, not independently confirmed",structural_inference
0xd30c,WRAM,wPokedexSeen+3,RELOCATED,0xd311,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 3 applied unverified, not independently confirmed",structural_inference
0xd30d,WRAM,wPokedexSeen+4,RELOCATED,0xd312,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 4 applied unverified, not independently confirmed",structural_inference
0xd30e,WRAM,wPokedexSeen+5,RELOCATED,0xd313,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 5 applied unverified, not independently confirmed",structural_inference
0xd30f,WRAM,wPokedexSeen+6,RELOCATED,0xd314,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 6 applied unverified, not independently confirmed",structural_inference
0xd310,WRAM,wPokedexSeen+7,RELOCATED,0xd315,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 7 applied unverified, not independently confirmed",structural_inference
0xd311,WRAM,wPokedexSeen+8,RELOCATED,0xd316,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 8 applied unverified, not independently confirmed",structural_inference
0xd312,WRAM,wPokedexSeen+9,RELOCATED,0xd317,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 9 applied unverified, not independently confirmed",structural_inference
0xd313,WRAM,wPokedexSeen+10,RELOCATED,0xd318,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 10 applied unverified, not independently confirmed",structural_inference
0xd314,WRAM,wPokedexSeen+11,RELOCATED,0xd319,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 11 applied unverified, not independently confirmed",structural_inference
0xd315,WRAM,wPokedexSeen+12,RELOCATED,0xd31a,"direct_dynamic (BizHawk 2026-08-12 Pokedex Seen/Caught session): 0xD31A mask 0x80 observed 00->80 exactly when Cubone was sighted (also corroborated by 0xD307 00->80 on catch), confirming RELOCATED at +5 and superseding the prior structural_inference for this offset",direct_dynamic_evidence
0xd316,WRAM,wPokedexSeen+13,RELOCATED,0xd31b,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 13 applied unverified, not independently confirmed",structural_inference
0xd317,WRAM,wPokedexSeen+14,RELOCATED,0xd31c,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 14 applied unverified, not independently confirmed",structural_inference
0xd318,WRAM,wPokedexSeen+15,RELOCATED,0xd31d,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 15 applied unverified, not independently confirmed",structural_inference
0xd319,WRAM,wPokedexSeen+16,RELOCATED,0xd31e,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 16 applied unverified, not independently confirmed",structural_inference
0xd31a,WRAM,wPokedexSeen+17,RELOCATED,0xd31f,"structural inference: base symbol wPokedexSeen is RELOCATED in Spanish (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 17 applied unverified, not independently confirmed",structural_inference
0xd31b,WRAM,wPokedexSeen+18,RELOCATED,0xd320,"ROM offset 0x4022c (bank 16): same opcode (0x21) at the same site, operand changed from 0xd31b to 0xd320",direct_rom_evidence
0xd355,WRAM,wObtainedBadges,RELOCATED,0xd35a,"ROM offset 0x19061 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd355 to 0xd35a",direct_symbol_match
0xd357,WRAM,wLetterPrintingDelayFlags,RELOCATED,0xd35c,"ROM offset 0x4160 (bank 1): same opcode (0xea) at the same site, operand changed from 0xd357 to 0xd35c",direct_symbol_match
0xd35a,WRAM,wMapMusicSoundID,RELOCATED,0xd35f,"ROM offset 0xe9e (bank 0): same opcode (0xea) at the same site, operand changed from 0xd35a to 0xd35f",direct_symbol_match
0xd35c,WRAM,wMapPalOffset,RELOCATED,0xd361,"ROM offset 0x573 (bank 0): same opcode (0xea) at the same site, operand changed from 0xd35c to 0xd361",direct_symbol_match
0xd35d,WRAM,wCurMap,RELOCATED,0xd362,"ROM offset 0x42a (bank 0): same opcode (0xfa) at the same site, operand changed from 0xd35d to 0xd362",direct_symbol_match
0xd360,WRAM,wYCoord,RELOCATED,0xd365,"ROM offset 0x4ca (bank 0): same opcode (0xfa) at the same site, operand changed from 0xd360 to 0xd365",direct_symbol_match
0xd361,WRAM,wXCoord,RELOCATED,0xd366,"ROM offset 0x4ce (bank 0): same opcode (0xfa) at the same site, operand changed from 0xd361 to 0xd366",direct_symbol_match
0xd437,WRAM,wPikachuFollowCommandBuffer,RELOCATED,0xd43c,"ROM offset 0xfcb9b (bank 63): same opcode (0x21) at the same site, operand changed from 0xd437 to 0xd43c",direct_symbol_match
0xd450,WRAM,wCurPikaMovementFunc2,RELOCATED,0xd455,"ROM offset 0xfd315 (bank 63): same opcode (0xea) at the same site, operand changed from 0xd450 to 0xd455",direct_symbol_match
0xd46f,WRAM,wPikachuHappiness,RELOCATED,0xd474,"ROM offset 0x1cf5f (bank 7): same opcode (0xfa) at the same site, operand changed from 0xd46f to 0xd474",direct_symbol_match
0xd470,WRAM,wPikachuMood,RELOCATED,0xd475,"ROM offset 0xc4de (bank 3): same opcode (0x21) at the same site, operand changed from 0xd470 to 0xd475",direct_symbol_match
0xd5a1,WRAM,wNumHoFTeams,RELOCATED,0xd5a6,"ROM offset 0x2137e (bank 8): same opcode (0xfa) at the same site, operand changed from 0xd5a1 to 0xd5a6",direct_symbol_match
0xd664,WRAM,wSSAnne2FCurScript,RELOCATED,0xd669,"6 of 7 English reference sites (all of bank 24, wSSAnne2FCurScript's own code block) show the same opcode with operand cleanly shifted d664->d669 (+5); the 1 remaining site (bank 11, offset 0x2e882, opcode 0x08 = LD (nn),SP) is an unrelated same-value coincidence, not a real reference to this symbol -- same single-site-coincidence class independently found in German for this exact symbol, same +5 resolution",direct_rom_evidence
0xd6ff,WRAM,wWalkBikeSurfState,RELOCATED,0xd704,"ROM offset 0x38d (bank 0): same opcode (0xfa) at the same site, operand changed from 0xd6ff to 0xd704",direct_symbol_match
0xd70c,WRAM,wFossilItem,RELOCATED,0xd711,"ROM offset 0xc290 (bank 3): same opcode (0x11) at the same site, operand changed from 0xd70c to 0xd711",direct_symbol_match
0xd71a,WRAM,wTileInFrontOfBoulderAndBoulderCollisionResult,RELOCATED,0xd71f,"single English reference site (bank 3, offset 0xf6e8) does not byte-match at the same file offset, but a 120-byte window diff shows the entire surrounding instruction block (LD A,$FF / LD (nn),A new-game-init sequence) is byte-identical between ROMs except shifted ~5 bytes earlier in the Spanish file, with the literal operand itself shifted d71a->d71f in lockstep (+5) -- same lockstep-block pattern independently found in German for this exact symbol, same delta",direct_rom_evidence
0xd736,WRAM,wCompletedInGameTradeFlags+1,RELOCATED,0xd73b,"structural inference: base symbol wCompletedInGameTradeFlags is RELOCATED in Spanish (ROM offset 0x39a (bank 0): same opcode (0x21) at the same site, operand changed from 0xd735 to 0xd73a) — offset 1 applied unverified, not independently confirmed",structural_inference
0xd737,WRAM,wCompletedInGameTradeFlags+2(past declared size 2),RELOCATED,0xd73c,"no English reference site exists at all (genuinely unnamed 2-byte padding after wCompletedInGameTradeFlags's real 2-byte dw, per ram/wram.asm -- source structure is language-independent); bracketed by wCompletedInGameTradeFlags+1 (d736->d73b, direct +5, 1/1 windowed site) on the left, no anomaly in the stretch -- matches German's resolution of the same symbol",structural_bracketing
0xd74d,WRAM,wEventFlags+8,RELOCATED,0xd752,"ROM offset 0x1c823 (bank 7): same opcode (0x21) at the same site, operand changed from 0xd74d to 0xd752",direct_rom_evidence
0xd759,WRAM,wEventFlags+20,RELOCATED,0xd75e,"ROM offset 0x195b4 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd759 to 0xd75e",direct_rom_evidence
0xd763,WRAM,wEventFlags+30,RELOCATED,0xd768,"ROM offset 0x60510 (bank 24): same opcode (0xfa) at the same site, operand changed from 0xd763 to 0xd768",direct_rom_evidence
0xd7b0,WRAM,wEventFlags+107,RELOCATED,0xd7b5,"all 9 English reference sites (bank 23) fail an exact same-offset byte match (surrounding code region restructured), but a windowed search (+/-80 bytes) finds the candidate operand d7b5 at the same opcode in all 9/9 sites, each a consistent local shift -- matches German's independently-derived 9/9 resolution for this exact symbol",direct_rom_evidence
